id_orac,id_orac_online,tipo_orac_x,palabra_x,palNum,pred_x,logit_pred_x,nCompletadas_x,tipo_orac_y,tipo_orac_new,palabra_y,pred_y,logit_pred_y,nCompletadas_y
88,32.0,0,digo,4,0.555555555555556,0.111571775657105,18,0,0,digo,0.5384615384615384,0.06694678963061314,13.0
88,32.0,0,mas,5,0.0555555555555556,-1.41660667202811,18,0,0,mas,0.2307692307692308,-0.5228787452803375,13.0
88,32.0,0,no,6,0.8888888888888891,1.03972077083992,18,0,0,no,0.9230769230769232,1.0791812460476249,13.0
88,32.0,0,lo,7,0.833333333333333,0.8047189562170501,18,0,0,lo,0.8461538461538461,0.7403626894942439,13.0
88,32.0,0,que,8,0.944444444444444,1.41660667202811,18,0,0,que,0.8461538461538461,0.7403626894942439,13.0
88,32.0,0,yo,9,0.8888888888888891,1.03972077083992,18,0,0,yo,0.8461538461538461,0.7403626894942439,13.0
88,32.0,0,hago.,10,0.8888888888888891,1.03972077083992,18,0,0,hago,0.8461538461538461,0.7403626894942439,13.0
90,68.0,1,Ganarás,0,0.0,-1.77767403074471,18,1,1,Ganarás,,,
90,68.0,1,el,1,0.166666666666667,-0.8047189562170501,18,1,1,el,0.4545454545454545,-0.07918124604762483,11.0
90,68.0,1,pan,2,0.277777777777778,-0.477755722513718,18,1,1,pan,0.5454545454545454,0.07918124604762472,11.0
90,68.0,1,con,3,0.5,0.0,18,1,1,con,1.0,1.3222192947339195,11.0
90,68.0,1,el,4,0.7222222222222221,0.477755722513718,18,1,1,el,1.0,1.3222192947339195,11.0
90,68.0,1,sudor,5,0.833333333333333,0.8047189562170501,18,1,1,sudor,0.9090909090909092,0.9999999999999998,11.0
90,68.0,1,de,6,1.0,1.77767403074471,18,1,1,de,1.0,1.3222192947339195,11.0
90,68.0,1,tu,7,0.944444444444444,1.41660667202811,18,1,1,tu,1.0,1.3222192947339195,11.0
90,68.0,1,frente.,8,1.0,1.77767403074471,18,1,1,frente,1.0,1.3222192947339195,11.0
91,33.0,0,Cuentas,0,0.0,-1.77767403074471,18,0,0,Cuentas,,,
91,33.0,0,claras,1,0.6111111111111109,0.225992561871529,18,0,0,claras,0.75,0.4771212547196624,12.0
91,33.0,0,conservan,2,0.7777777777777779,0.6263814842476839,18,0,0,conservan,0.5833333333333334,0.14612803567823807,12.0
91,33.0,0,la,3,0.7777777777777779,0.6263814842476839,18,0,0,la,0.8333333333333334,0.698970004336019,12.0
91,33.0,0,amistad.,4,0.944444444444444,1.41660667202811,18,0,0,amistad,0.9166666666666666,1.041392685158225,12.0
92,34.0,0,Hablando,0,0.0,-1.77767403074471,18,0,0,Hablando,,,
92,34.0,0,de,1,0.6111111111111109,0.225992561871529,18,0,0,de,0.7272727272727273,0.4259687322722812,11.0
92,34.0,0,Roma,2,0.555555555555556,0.111571775657105,18,0,0,Roma,0.6363636363636364,0.2430380486862944,11.0
92,34.0,0,el,3,0.555555555555556,0.111571775657105,18,0,0,el,0.8181818181818182,0.6532125137753438,11.0
92,34.0,0,burro,4,0.5,0.0,18,0,0,burro,0.7272727272727273,0.4259687322722812,11.0
92,34.0,0,se,5,0.8888888888888891,1.03972077083992,18,0,0,se,0.7272727272727273,0.4259687322722812,11.0
92,34.0,0,asoma.,6,0.833333333333333,0.8047189562170501,18,0,0,asoma,0.9090909090909092,0.9999999999999998,11.0
93,107.0,2,No,0,0.111111111111111,-1.03972077083992,18,2,1,No,,,
93,107.0,2,fueron,1,0.0,-1.77767403074471,18,2,1,fueron,0.0,-1.3617278360175928,12.0
93,107.0,2,claras,2,0.0,-1.77767403074471,18,2,1,claras,0.0,-1.3617278360175928,12.0
93,107.0,2,las,3,0.8888888888888891,1.03972077083992,18,2,1,las,0.75,0.4771212547196624,12.0
93,107.0,2,cuentas,4,0.222222222222222,-0.6263814842476839,18,2,1,cuentas,0.0,-1.3617278360175928,12.0
93,107.0,2,de,5,0.38888888888888895,-0.225992561871529,18,2,1,de,0.08333333333333333,-1.041392685158225,12.0
93,107.0,2,la,6,0.444444444444444,-0.111571775657105,18,2,1,la,0.4166666666666667,-0.14612803567823793,12.0
93,107.0,2,empresa.,7,0.166666666666667,-0.8047189562170501,18,2,1,empresa,0.25,-0.4771212547196625,12.0
95,35.0,0,Mejor,0,0.0,-1.77767403074471,18,0,0,Mejor,,,
95,35.0,0,solo,1,0.0555555555555556,-1.41660667202811,18,0,0,solo,0.0,-1.3617278360175928,12.0
95,35.0,0,que,2,0.833333333333333,0.8047189562170501,18,0,0,que,0.8333333333333334,0.698970004336019,12.0
95,35.0,0,mal,3,1.0,1.77767403074471,18,0,0,mal,0.8333333333333334,0.698970004336019,12.0
95,35.0,0,acompañado.,4,0.8888888888888891,1.03972077083992,18,0,0,acompañado,1.0,1.3617278360175933,12.0
96,108.0,2,Los,0,0.0555555555555556,-1.41660667202811,18,2,1,Los,,,
96,108.0,2,amigos,1,0.0,-1.77767403074471,18,2,1,amigos,0.08333333333333333,-1.041392685158225,12.0
96,108.0,2,lo,2,0.0,-1.77767403074471,18,2,1,lo,0.0,-1.3617278360175928,12.0
96,108.0,2,acompañaron,3,0.0555555555555556,-1.41660667202811,18,2,1,acompañaron,0.0,-1.3617278360175928,12.0
96,108.0,2,en,4,0.111111111111111,-1.03972077083992,18,2,1,en,0.16666666666666666,-0.6989700043360189,12.0
96,108.0,2,ese,5,0.0,-1.77767403074471,18,2,1,ese,0.0,-1.3617278360175928,12.0
96,108.0,2,momento.,6,0.33333333333333304,-0.346573590279973,18,2,1,momento,0.5,0.0,12.0
97,36.0,0,El,0,0.0,-1.77767403074471,18,0,0,El,,,
97,36.0,0,diablo,1,0.0,-1.77767403074471,18,0,0,diablo,0.0,-1.3617278360175928,12.0
97,36.0,0,sabe,2,0.555555555555556,0.111571775657105,18,0,0,sabe,0.6666666666666666,0.30102999566398114,12.0
97,36.0,0,más,3,0.5,0.0,18,0,0,más,0.0,-1.3617278360175928,12.0
97,36.0,0,por,4,0.833333333333333,0.8047189562170501,18,0,0,por,0.6666666666666666,0.30102999566398114,12.0
97,36.0,0,viejo,5,0.6111111111111109,0.225992561871529,18,0,0,viejo,0.5833333333333334,0.14612803567823807,12.0
97,36.0,0,que,6,0.944444444444444,1.41660667202811,18,0,0,que,0.8333333333333334,0.698970004336019,12.0
97,36.0,0,por,7,0.8888888888888891,1.03972077083992,18,0,0,por,0.75,0.4771212547196624,12.0
97,36.0,0,diablo.,8,0.7777777777777779,0.6263814842476839,18,0,0,diablo,0.8333333333333334,0.698970004336019,12.0
98,69.0,1,Lucifer,0,0.0,-1.77767403074471,18,1,1,Lucifer,,,
98,69.0,1,es,1,1.0,1.77767403074471,18,1,1,es,0.7272727272727273,0.4259687322722812,11.0
98,69.0,1,uno,2,0.0,-1.77767403074471,18,1,1,uno,0.0,-1.3222192947339193,11.0
98,69.0,1,de,3,0.944444444444444,1.41660667202811,18,1,1,de,0.8181818181818182,0.6532125137753438,11.0
98,69.0,1,los,4,1.0,1.77767403074471,18,1,1,los,0.8181818181818182,0.6532125137753438,11.0
98,69.0,1,nombres,5,0.111111111111111,-1.03972077083992,18,1,1,nombres,0.0,-1.3222192947339193,11.0
98,69.0,1,del,6,0.7222222222222221,0.477755722513718,18,1,1,del,0.4545454545454545,-0.07918124604762483,11.0
98,69.0,1,diablo.,7,0.7777777777777779,0.6263814842476839,18,1,1,diablo,0.6363636363636364,0.2430380486862944,11.0
99,37.0,0,El,0,0.0555555555555556,-1.41660667202811,18,0,0,El,,,
99,37.0,0,que,1,0.7777777777777779,0.6263814842476839,18,0,0,que,0.4166666666666667,-0.14612803567823793,12.0
99,37.0,0,a,2,0.0555555555555556,-1.41660667202811,18,0,0,a,0.0,-1.3617278360175928,12.0
99,37.0,0,hierro,3,0.222222222222222,-0.6263814842476839,18,0,0,hierro,0.3333333333333333,-0.30102999566398125,12.0
99,37.0,0,mata,4,0.444444444444444,-0.111571775657105,18,0,0,mata,0.8333333333333334,0.698970004336019,12.0
99,37.0,0,a,5,0.833333333333333,0.8047189562170501,18,0,0,a,0.9166666666666666,1.041392685158225,12.0
99,37.0,0,hierro,6,0.833333333333333,0.8047189562170501,18,0,0,hierro,0.9166666666666666,1.041392685158225,12.0
99,37.0,0,muere.,7,1.0,1.77767403074471,18,0,0,muere,0.9166666666666666,1.041392685158225,12.0
100,70.0,1,La,0,0.166666666666667,-0.8047189562170501,18,1,1,La,,,
100,70.0,1,Pampa,1,0.0,-1.77767403074471,18,1,1,Pampa,0.0,-1.3617278360175928,12.0
100,70.0,1,tiene,2,0.38888888888888895,-0.225992561871529,18,1,1,tiene,0.4166666666666667,-0.14612803567823793,12.0
100,70.0,1,el,3,0.666666666666667,0.346573590279973,18,1,1,el,0.8333333333333334,0.698970004336019,12.0
