id_text,palabra_x,palNum_x,pred_x,logit_pred_x,nCompletadas_x,palabra_y,palNum_y,palNumGobal,pred_y,logit_pred_y,nCompletadas_y
0,tiene,1022,0.133333333333333,-0.8129133566428569,15,tiene,3,1022,0.030927835051546393,-1.4960065988800362,97.0
0,tambien,1023,0.0,-1.4623979978989559,15,también,4,1023,0.0,-2.285557309007774,97.0
0,manos,1024,0.538461538461538,0.0669467896306124,13,manos,5,1024,0.0,-2.285557309007774,97.0
0,asi,1025,0.0714285714285714,-1.113943352306837,14,así,6,1025,0.0,-2.285557309007774,97.0
0,y,1026,0.1,-0.9542425094393248,10,y,7,1026,0.05154639175257732,-1.2648178230095364,97.0
0,en,1027,0.157894736842105,-0.7269987279362632,19,en,8,1027,0.0,-2.285557309007774,97.0
0,nada,1028,0.0,-1.3979400086720375,13,nada,9,1028,0.0,-2.285557309007774,97.0
0,se,1029,0.6,0.17609125905568115,10,se,10,1029,0.6701030927835051,0.3077633783229495,97.0
0,nos,1030,0.0,-1.230448921378274,9,nos,11,1030,0.0,-2.285557309007774,97.0
0,parece,1031,0.85,0.7533276666586115,20,parece,12,1031,0.6494845360824743,0.26786163241132666,97.0
0,me,1119,0.0714285714285714,-1.113943352306837,14,Me,0,1119,,,
0,sorprendia,1120,0.0,-1.3979400086720375,13,sorprendía,1,1120,0.0,-2.2121876044039577,82.0
0,musitando,1121,0.0714285714285714,-1.113943352306837,14,musitando,2,1121,0.0,-2.1958996524092336,79.0
0,palabras,1122,0.0,-1.2787536009528289,10,palabras,3,1122,0.05063291139240506,-1.2730012720637376,79.0
0,de,1123,0.210526315789474,-0.5740312677277181,19,de,4,1123,0.0379746835443038,-1.403692337561129,79.0
0,consuelo,1124,0.0,-1.3979400086720375,13,consuelo,5,1124,0.012658227848101266,-1.8920946026904804,79.0
0,transmitiendo,1125,0.0,-1.2787536009528289,10,transmitiendo,6,1125,0.012658227848101266,-1.8920946026904804,79.0
0,pueriles,1126,0.0,-1.230448921378274,9,pueriles,7,1126,0.0,-2.1958996524092336,79.0
0,esperanzas,1127,0.0833333333333333,-1.0413926851582251,12,esperanzas,8,1127,0.02531645569620253,-1.5854607295085006,79.0
0,los,1181,0.0,-1.3222192947339193,11,Los,0,1181,,,
0,axolotl,1182,0.4,-0.17609125905568118,20,axolotl,1,1182,0.0,-2.3521825181113627,113.0
0,eran,1183,0.529411764705882,0.05115252244738069,17,eran,2,1183,0.036036036036036036,-1.4273237863572472,111.0
0,como,1184,0.411764705882353,-0.15490195998574305,17,como,3,1184,0.027027027027027032,-1.5563025007672873,111.0
0,testigos,1185,0.0,-1.3222192947339193,11,testigos,4,1185,0.018018018018018014,-1.7363965022766423,111.0
0,de,1186,0.666666666666667,0.3010299956639817,12,de,5,1186,0.8738738738738738,0.8406436985880067,111.0
0,algo,1187,0.166666666666667,-0.6989700043360179,12,algo,6,1187,0.054054054054054064,-1.2430380486862944,111.0
0,y,1188,0.25,-0.4771212547196625,4,y,7,1188,0.09009009009009007,-1.0043213737826426,111.0
0,a,1189,0.1,-0.9542425094393248,10,a,8,1189,0.07207207207207207,-1.1097472377132287,111.0
0,veces,1190,0.33333333333333304,-0.3010299956639817,15,veces,9,1190,0.38738738738738737,-0.1990404571266498,111.0
0,como,1191,0.0,-1.3222192947339193,11,como,10,1191,0.054054054054054064,-1.2430380486862944,111.0
0,horribles,1192,0.0,-1.1760912590556811,8,horribles,11,1192,0.036036036036036036,-1.4273237863572472,111.0
0,jueces,1193,0.0,-1.2787536009528289,10,jueces,12,1193,0.12612612612612611,-0.8406436985880069,111.0
0,eran,1209,0.0,-1.3222192947339193,11,Eran,0,1209,,,
0,larvas,1210,0.0,-1.2787536009528289,10,larvas,1,1210,0.0,-2.257678574869185,91.0
0,pero,1211,0.222222222222222,-0.5440680443502762,9,pero,2,1211,0.1,-0.9542425094393248,90.0
0,larva,1212,0.0,-1.3617278360175928,12,larva,3,1212,0.0,-2.2528530309798933,90.0
0,quiere,1213,0.0,-1.230448921378274,9,quiere,4,1213,0.0,-2.2528530309798933,90.0
0,decir,1214,0.6,0.17609125905568115,15,decir,5,1214,0.2888888888888889,-0.3912066260130693,90.0
0,mascara,1215,0.0,-1.3222192947339193,11,máscara,6,1215,0.022222222222222227,-1.6434526764861874,90.0
0,y,1216,0.272727272727273,-0.4259687322722806,11,y,7,1216,0.13333333333333333,-0.8129133566428557,90.0
0,tambien,1217,0.0,-1.3617278360175928,12,también,8,1217,0.07777777777777778,-1.073980052361817,90.0
0,fantasma,1218,0.0833333333333333,-1.0413926851582251,12,fantasma,9,1218,0.06666666666666668,-1.1461280356782382,90.0
0,lejos,1301,0.0,-1.3222192947339193,11,Lejos,0,1301,,,
0,del,1302,0.0909090909090909,-1.0,11,del,1,1302,0.022727272727272728,-1.6334684555795866,88.0
0,acuario,1303,0.454545454545455,-0.07918124604762397,11,acuario,2,1303,0.023529411764705882,-1.6180480967120927,85.0
0,no,1304,0.166666666666667,-0.6989700043360179,12,no,3,1304,0.035294117647058816,-1.4366925976640543,85.0
0,hacia,1305,0.0,-1.3617278360175928,12,hacía,4,1305,0.023529411764705882,-1.6180480967120927,85.0
0,mas,1306,0.25,-0.4771212547196625,12,más,5,1306,0.09411764705882353,-0.9834007381805384,85.0
0,que,1307,0.9375,1.1760912590556811,16,que,6,1307,0.5176470588235295,0.03066881976645205,85.0
0,pensar,1308,0.6842105263157889,0.33579210192319203,19,pensar,7,1308,0.17647058823529413,-0.6690067809585756,85.0
0,en,1309,0.941176470588235,1.204119982655922,17,en,8,1309,0.8705882352941177,0.8278390345727512,85.0
0,ellos,1310,0.25,-0.4771212547196625,4,ellos,9,1310,0.05882352941176471,-1.2041199826559248,85.0
0,era,1311,0.14285714285714302,-0.7781512503836431,14,era,10,1311,0.023529411764705882,-1.6180480967120927,85.0
0,como,1312,0.5,0.0,8,como,11,1312,0.15294117647058825,-0.7433891441244316,85.0
0,si,1313,0.5,0.0,10,si,12,1313,0.5882352941176471,0.15490195998574316,85.0
0,me,1314,0.307692307692308,-0.3521825181113619,13,me,13,1314,0.035294117647058816,-1.4366925976640543,85.0
0,influyeran,1315,0.0,-1.4313637641589874,14,influyeran,14,1315,0.023529411764705882,-1.6180480967120927,85.0
0,a,1316,0.0714285714285714,-1.113943352306837,14,a,15,1316,0.07058823529411765,-1.1194758409067975,85.0
0,distancia,1317,0.0909090909090909,-1.0,11,distancia,16,1317,0.08235294117647059,-1.0469965626762237,85.0
0,acaso,1344,0.0,-1.2787536009528289,10,Acaso,0,1344,,,
0,sus,1345,0.0,-1.3222192947339193,11,sus,1,1345,0.0,-2.257678574869185,91.0
0,ojos,1346,0.33333333333333304,-0.3010299956639817,12,ojos,2,1346,0.07954545454545454,-1.0633869788643928,88.0
0,veian,1347,0.0,-1.4913616938342726,16,veían,3,1347,0.022727272727272728,-1.6334684555795866,88.0
0,en,1348,0.105263157894737,-0.929418925714292,19,en,4,1348,0.0,-2.2430380486862944,88.0
0,plena,1349,0.0,-1.5185139398778875,17,plena,5,1349,0.0,-2.2430380486862944,88.0
0,noche,1350,0.0714285714285714,-1.113943352306837,14,noche,6,1350,0.19318181818181815,-0.6208094273408014,88.0
0,y,1351,0.0,-1.3222192947339193,11,y,7,1351,0.06818181818181818,-1.135662602000073,88.0
0,el,1352,0.0666666666666667,-1.146128035678238,15,el,8,1352,0.011363636363636364,-1.9395192526186185,88.0
0,dia,1353,0.0769230769230769,-1.0791812460476249,13,día,9,1353,0.10227272727272728,-0.9433845818511164,88.0
0,continuaba,1354,0.0,-1.6334684555795866,22,continuaba,10,1354,0.011363636363636364,-1.9395192526186185,88.0
0,para,1355,0.0,-1.3979400086720375,13,para,11,1355,0.03409090909090909,-1.4522976709946305,88.0
0,ellos,1356,0.28571428571428603,-0.39794000867203694,14,ellos,12,1356,0.03409090909090909,-1.4522976709946305,88.0
0,indefinidamente,1357,0.0,-1.4313637641589874,14,indefinidamente,13,1357,0.011363636363636364,-1.9395192526186185,88.0
0,sufrian,1390,0.0,-1.2787536009528289,10,Sufrían,0,1390,,,
0,cada,1391,0.0,-1.3979400086720375,13,cada,1,1391,0.0,-2.285557309007774,97.0
0,fibra,1392,0.0,-1.4313637641589874,14,fibra,2,1392,0.010416666666666666,-1.977723605288848,96.0
0,de,1393,0.7857142857142858,0.5642714304385629,14,de,3,1393,0.90625,0.9852767431792936,96.0
0,mi,1394,0.136363636363636,-0.8016323462331678,22,mi,4,1394,0.03125,-1.4913616938342726,96.0
0,cuerpo,1395,0.33333333333333304,-0.3010299956639817,15,cuerpo,5,1395,0.7083333333333334,0.3853508813640171,96.0
0,alcanzaba,1396,0.0,-1.5185139398778875,17,alcanzaba,6,1396,0.010416666666666666,-1.977723605288848,96.0
0,ese,1397,0.0,-1.5910646070264989,20,ese,7,1397,0.010416666666666666,-1.977723605288848,96.0
0,sufrimiento,1398,0.0,-1.3979400086720375,13,sufrimiento,8,1398,0.0625,-1.1760912590556811,96.0
0,amordazado,1399,0.0714285714285714,-1.113943352306837,14,amordazado,9,1399,0.0,-2.281033367247728,96.0
0,yo,1627,0.1,-0.9542425094393248,10,Yo,0,1627,,,
0,era,1628,0.17647058823529396,-0.669006780958576,17,era,1,1628,0.03571428571428571,-1.4313637641589874,84.0
0,un,1629,0.6842105263157889,0.33579210192319203,19,un,2,1629,0.4074074074074074,-0.16272729749769976,81.0
0,axolotl,1630,0.916666666666667,1.0413926851582267,12,axolotl,3,1630,0.0,-2.206825876031849,81.0
0,y,1631,0.0714285714285714,-1.113943352306837,14,y,4,1631,0.16049382716049382,-0.7185655603993996,81.0
0,sabia,1632,0.0,-1.3222192947339193,11,sabía,5,1632,0.037037037037037035,-1.414973347970818,81.0
0,ahora,1633,0.0666666666666667,-1.146128035678238,15,ahora,6,1633,0.02469135802469136,-1.59659709562646,81.0
0,instantaneamente,1634,0.0,-1.3979400086720375,13,instantáneamente,7,1634,0.037037037037037035,-1.414973347970818,81.0
0,que,1635,0.8,0.6020599913279625,10,que,8,1635,0.5679012345679012,0.11868978733129835,81.0
0,ninguna,1636,0.0,-1.230448921378274,9,ninguna,9,1636,0.04938271604938271,-1.2844307338445196,81.0
0,comprension,1637,0.0,-1.230448921378274,9,comprensión,10,1637,0.037037037037037035,-1.414973347970818,81.0
0,era,1638,0.266666666666667,-0.4393326938302619,15,era,11,1638,0.3703703703703704,-0.230448921378274,81.0
0,posible,1639,0.384615384615385,-0.204119982655924,13,posible,12,1639,0.308641975308642,-0.3502480183341628,81.0
0,el,1640,0.0,-1.6334684555795866,22,Él,0,1640,,,
0,estaba,1641,0.0,-1.4623979978989559,15,estaba,1,1641,0.02884615384615385,-1.52720011906298,104.0
0,fuera,1642,0.0588235294117647,-1.2041199826559248,17,fuera,2,1642,0.0,-2.3074960379132126,102.0
0,del,1643,0.0909090909090909,-1.0,11,del,3,1643,0.029411764705882356,-1.5185139398778875,102.0
0,acuario,1644,0.4,-0.17609125905568118,20,acuario,4,1644,0.00980392156862745,-2.004321373782642,102.0
0,su,1645,0.0588235294117647,-1.2041199826559248,17,su,5,1645,0.0196078431372549,-1.6989700043360187,102.0
0,pensamiento,1646,0.111111111111111,-0.903089986991944,9,pensamiento,6,1646,0.0196078431372549,-1.6989700043360187,102.0
0,era,1647,0.5714285714285711,0.12493873660829928,14,era,7,1647,0.1862745098039216,-0.6403244914232449,102.0
0,un,1648,0.0909090909090909,-1.0,11,un,8,1648,0.04901960784313725,-1.2878017299302258,102.0
0,pensamiento,1649,0.272727272727273,-0.4259687322722806,11,pensamiento,9,1649,0.0196078431372549,-1.6989700043360187,102.0
0,fuera,1650,0.0909090909090909,-1.0,11,fuera,10,1650,0.0392156862745098,-1.3891660843645326,102.0
0,del,1651,0.454545454545455,-0.07918124604762397,11,del,11,1651,0.1176470588235294,-0.8750612633917001,102.0
0,acuario,1652,0.25,-0.4771212547196625,12,acuario,12,1652,0.2352941176470588,-0.5118833609788743,102.0
0,me,1797,0.0588235294117647,-1.2041199826559248,17,Me,0,1797,,,
0,parecio,1798,0.111111111111111,-0.903089986991944,9,pareció,1,1798,0.010309278350515464,-1.9822712330395684,97.0
0,que,1799,0.857142857142857,0.7781512503836431,14,que,2,1799,0.3368421052631579,-0.2941905711336757,95.0
0,no,1800,0.25,-0.4771212547196625,8,no,3,1800,0.17894736842105266,-0.6616456813122065,95.0
0,se,1801,0.0,-1.230448921378274,9,se,4,1801,0.010526315789473684,-1.9731278535996983,95.0
0,interesaba,1802,0.153846153846154,-0.7403626894942434,13,interesaba,5,1802,0.0,-2.2764618041732443,95.0
0,tanto,1803,0.14285714285714302,-0.7781512503836431,14,tanto,6,1803,0.0,-2.2764618041732443,95.0
0,por,1804,0.214285714285714,-0.5642714304385634,14,por,7,1804,0.2736842105263158,-0.42387574276643736,95.0
0,nosotros,1805,0.538461538461538,0.0669467896306124,13,nosotros,8,1805,0.010526315789473684,-1.9731278535996983,95.0
0,que,1806,0.307692307692308,-0.3521825181113619,13,que,9,1806,0.05263157894736842,-1.2552725051033058,95.0
0,obedecia,1807,0.0,-1.2787536009528289,10,obedecía,10,1807,0.010526315789473684,-1.9731278535996983,95.0
0,a,1808,0.842105263157895,0.7269987279362633,19,a,11,1808,0.6842105263157895,0.3357921019231932,95.0
0,una,1809,0.153846153846154,-0.7403626894942434,13,una,12,1809,0.07368421052631577,-1.0993846321359118,95.0
0,costumbre,1810,0.1,-0.9542425094393248,10,costumbre,13,1810,0.03157894736842105,-1.486666572625893,95.0
0,me,1923,0.0,-1.3979400086720375,13,Me,0,1923,,,
0,parece,1924,0.307692307692308,-0.3521825181113619,13,parece,1,1924,0.15625,-0.7323937598229685,96.0
0,que,1925,0.5714285714285711,0.12493873660829928,14,que,2,1925,0.7659574468085106,0.5149098156090621,94.0
0,de,1926,0.0,-1.4313637641589874,14,de,3,1926,0.0,-2.271841606536499,94.0
0,todo,1927,0.0,-1.3979400086720375,13,todo,4,1927,0.05319148936170213,-1.250420002308894,94.0
0,esto,1928,0.384615384615385,-0.204119982655924,13,esto,5,1928,0.05319148936170213,-1.250420002308894,94.0
0,alcance,1929,0.0,-1.2787536009528289,10,alcancé,6,1929,0.0,-2.271841606536499,94.0
0,a,1930,0.473684210526316,-0.045757490560674685,19,a,7,1930,0.425531914893617,-0.13033376849500616,94.0
0,comunicarle,1931,0.0,-1.3979400086720375,13,comunicarle,8,1931,0.0,-2.271841606536499,94.0
0,algo,1932,0.4,-0.17609125905568118,10,algo,9,1932,0.07446808510638298,-1.0944212126043618,94.0
0,en,1933,0.0,-1.230448921378274,9,en,10,1933,0.010638297872340424,-1.9684829485539352,94.0
0,los,1934,0.0,-1.3222192947339193,11,los,11,1934,0.010638297872340424,-1.9684829485539352,94.0
0,primeros,1935,0.133333333333333,-0.8129133566428569,15,primeros,12,1935,0.0425531914893617,-1.3521825181113625,94.0
0,dias,1936,0.153846153846154,-0.7403626894942434,13,días,13,1936,0.2872340425531915,-0.3947110385418391,94.0
1,solo,487,0.0,-1.3979400086720375,13,Sólo,0,487,,,
1,recuerdo,488,0.0,-1.4313637641589874,14,recuerdo,1,488,0.0,-2.2380461031287955,87.0
1,esto,489,0.0,-1.5185139398778875,17,esto,2,489,0.0,-2.232996110392154,86.0
1,como,490,0.222222222222222,-0.5440680443502762,9,como,3,490,0.06976744186046513,-1.1249387366083001,86.0
1,prueba,491,0.0,-1.1760912590556811,8,prueba,4,491,0.0,-2.232996110392154,86.0
1,de,492,0.833333333333333,0.6989700043360179,12,de,5,492,0.9186046511627908,1.0525290512761845,86.0
1,que,493,0.28571428571428603,-0.39794000867203694,14,que,6,493,0.4186046511627907,-0.14266750356873148,86.0
1,el,494,0.181818181818182,-0.6532125137753431,11,él,7,494,0.02325581395348837,-1.6232492903979003,86.0
1,anotaba,495,0.0,-1.113943352306837,7,anotaba,8,495,0.0,-2.232996110392154,86.0
1,mis,496,0.0,-1.1760912590556811,8,mis,9,496,0.011627906976744186,-1.9294189257142929,86.0
