id_orac,id_orac_online,tipo_orac,palabra,palNum,pred,logit_pred,nCompletadas
32,94,2,el,3,0.111111111111111,-1.03972077083992,18
32,94,2,partido,4,0.0555555555555556,-1.41660667202811,18
32,94,2,de,5,0.33333333333333304,-0.346573590279973,18
32,94,2,fútbol.,6,0.7222222222222221,0.47775572251371795,18
33,54,1,Alemania,0,0.0,-1.7776740307447099,18
33,54,1,perdió,1,0.0,-1.7776740307447099,18
33,54,1,la,2,0.666666666666667,0.346573590279973,18
33,54,1,segunda,3,0.277777777777778,-0.47775572251371795,18
33,54,1,guerra,4,0.8888888888888891,1.03972077083992,18
33,54,1,mundial.,5,1.0,1.7776740307447099,18
34,17,0,Al,0,0.0,-1.7776740307447099,18
34,17,0,que,1,0.5,0.0,18
34,17,0,madruga,2,0.666666666666667,0.346573590279973,18
34,17,0,Dios,3,0.944444444444444,1.41660667202811,18
34,17,0,lo,4,0.833333333333333,0.8047189562170501,18
34,17,0,ayuda.,5,0.944444444444444,1.41660667202811,18
35,,0,Para,0,0.0,-1.7776740307447099,18
35,,0,el,1,0.0,-1.7776740307447099,18
35,,0,César,2,0.0,-1.7776740307447099,18
35,,0,lo,3,0.6111111111111109,0.225992561871529,18
35,,0,que,4,0.666666666666667,0.346573590279973,18
35,,0,es,5,0.7222222222222221,0.47775572251371795,18
35,,0,del,6,0.833333333333333,0.8047189562170501,18
35,,0,César.,7,0.944444444444444,1.41660667202811,18
36,95,2,A,0,0.0555555555555556,-1.41660667202811,18
36,95,2,Mario,1,0.0,-1.7776740307447099,18
36,95,2,le,2,0.7222222222222221,0.47775572251371795,18
36,95,2,gusta,3,0.277777777777778,-0.47775572251371795,18
36,95,2,ver,4,0.0,-1.7776740307447099,18
36,95,2,cine,5,0.0,-1.7776740307447099,18
36,95,2,los,6,0.0555555555555556,-1.41660667202811,18
36,95,2,domingos.,7,0.38888888888888895,-0.225992561871529,18
37,18,0,A,0,0.166666666666667,-0.8047189562170501,18
37,18,0,caballo,1,0.111111111111111,-1.03972077083992,18
37,18,0,regalado,2,0.944444444444444,1.41660667202811,18
37,18,0,no,3,1.0,1.7776740307447099,18
37,18,0,se,4,1.0,1.7776740307447099,18
37,18,0,le,5,1.0,1.7776740307447099,18
37,18,0,miran,6,0.944444444444444,1.41660667202811,18
37,18,0,los,7,1.0,1.7776740307447099,18
37,18,0,dientes.,8,1.0,1.7776740307447099,18
38,55,1,A,0,0.33333333333333304,-0.346573590279973,18
38,55,1,las,1,0.0555555555555556,-1.41660667202811,18
38,55,1,hojas,2,0.0,-1.7776740307447099,18
38,55,1,las,3,0.0555555555555556,-1.41660667202811,18
38,55,1,amontona,4,0.0,-1.7776740307447099,18
38,55,1,el,5,0.944444444444444,1.41660667202811,18
38,55,1,viento.,6,0.944444444444444,1.41660667202811,18
39,,2,A,0,0.0555555555555556,-1.41660667202811,18
39,,2,ella,1,0.0,-1.7776740307447099,18
39,,2,le,2,0.8888888888888891,1.03972077083992,18
39,,2,gustaba,3,0.0,-1.7776740307447099,18
39,,2,ver,4,0.0,-1.7776740307447099,18
39,,2,fotos,5,0.0555555555555556,-1.41660667202811,18
39,,2,de,6,0.555555555555556,0.111571775657105,18
39,,2,su,7,0.277777777777778,-0.47775572251371795,18
39,,2,infancia.,8,0.166666666666667,-0.8047189562170501,18
40,19,0,Más,0,0.0,-1.7776740307447099,18
40,19,0,vale,1,0.33333333333333304,-0.346573590279973,18
40,19,0,pájaro,2,0.8888888888888891,1.03972077083992,18
40,19,0,en,3,1.0,1.7776740307447099,18
40,19,0,"mano,",4,1.0,1.7776740307447099,18
40,19,0,que,5,1.0,1.7776740307447099,18
40,19,0,cien,6,0.8888888888888891,1.03972077083992,18
40,19,0,volando.,7,1.0,1.7776740307447099,18
41,,1,Síganme,0,0.0,-1.7776740307447099,18
41,,1,que,1,0.222222222222222,-0.6263814842476839,18
41,,1,no,2,1.0,1.7776740307447099,18
41,,1,los,3,1.0,1.7776740307447099,18
41,,1,voy,4,1.0,1.7776740307447099,18
41,,1,a,5,1.0,1.7776740307447099,18
41,,1,defraudar.,6,0.944444444444444,1.41660667202811,18
42,96,2,La,0,0.111111111111111,-1.03972077083992,18
42,96,2,casa,1,0.111111111111111,-1.03972077083992,18
42,96,2,de,2,0.555555555555556,0.111571775657105,18
42,96,2,Martín,3,0.0,-1.7776740307447099,18
42,96,2,tiene,4,0.111111111111111,-1.03972077083992,18
42,96,2,un,5,0.277777777777778,-0.47775572251371795,18
42,96,2,parque,6,0.0555555555555556,-1.41660667202811,18
42,96,2,muy,7,0.38888888888888895,-0.225992561871529,18
42,96,2,grande.,8,0.6111111111111109,0.225992561871529,18
43,20,0,Haz,0,0.0,-1.7776740307447099,18
43,20,0,el,1,0.5,0.0,18
43,20,0,bien,2,0.7777777777777779,0.6263814842476839,18
43,20,0,sin,3,0.6111111111111109,0.225992561871529,18
43,20,0,mirar,4,0.666666666666667,0.346573590279973,18
43,20,0,a,5,0.833333333333333,0.8047189562170501,18
43,20,0,quién.,6,0.666666666666667,0.346573590279973,18
44,56,1,Hay,0,0.0,-1.7776740307447099,18
44,56,1,que,1,0.444444444444444,-0.111571775657105,18
44,56,1,pensar,2,0.0555555555555556,-1.41660667202811,18
44,56,1,antes,3,0.444444444444444,-0.111571775657105,18
44,56,1,de,4,0.8888888888888891,1.03972077083992,18
44,56,1,hablar.,5,0.6111111111111109,0.225992561871529,18
45,97,2,Juan,0,0.0,-1.7776740307447099,18
45,97,2,no,1,0.0,-1.7776740307447099,18
45,97,2,anda,2,0.0,-1.7776740307447099,18
45,97,2,bien,3,0.33333333333333304,-0.346573590279973,18
45,97,2,con,4,0.0555555555555556,-1.41660667202811,18
45,97,2,su,5,0.833333333333333,0.8047189562170501,18
45,97,2,pareja.,6,0.0555555555555556,-1.41660667202811,18
46,21,0,Hombre,0,0.0,-1.7776740307447099,18
46,21,0,prevenido,1,0.0,-1.7776740307447099,18
46,21,0,vale,2,0.833333333333333,0.8047189562170501,18
46,21,0,por,3,0.8888888888888891,1.03972077083992,18
46,21,0,dos.,4,0.833333333333333,0.8047189562170501,18
47,57,1,El,0,0.0555555555555556,-1.41660667202811,18
47,57,1,hombre,1,0.0555555555555556,-1.41660667202811,18
47,57,1,es,2,0.222222222222222,-0.6263814842476839,18
47,57,1,un,3,0.555555555555556,0.111571775657105,18
47,57,1,animal,4,0.7777777777777779,0.6263814842476839,18
47,57,1,racional.,5,0.111111111111111,-1.03972077083992,18
48,,2,Juan,0,0.0,-1.7776740307447099,18
48,,2,era,1,0.0555555555555556,-1.41660667202811,18
48,,2,una,2,0.166666666666667,-0.8047189562170501,18
48,,2,persona,3,0.444444444444444,-0.111571775657105,18
48,,2,muy,4,0.7222222222222221,0.47775572251371795,18
48,,2,creativa.,5,0.0,-1.7776740307447099,18
49,58,1,El,0,0.0,-1.7776740307447099,18
49,58,1,perro,1,0.0,-1.7776740307447099,18
49,58,1,enterró,2,0.0,-1.7776740307447099,18
49,58,1,un,3,0.666666666666667,0.346573590279973,18
49,58,1,hueso,4,1.0,1.7776740307447099,18
49,58,1,en,5,1.0,1.7776740307447099,18
49,58,1,el,6,1.0,1.7776740307447099,18
49,58,1,patio.,7,0.5,0.0,18
50,98,2,La,0,0.222222222222222,-0.6263814842476839,18
50,98,2,película,1,0.0,-1.7776740307447099,18
50,98,2,terminó,2,0.0,-1.7776740307447099,18
50,98,2,de,3,0.0,-1.7776740307447099,18
50,98,2,forma,4,0.0,-1.7776740307447099,18
50,98,2,extraña.,5,0.0555555555555556,-1.41660667202811,18
51,22,0,En,0,0.0555555555555556,-1.41660667202811,18
51,22,0,boca,1,0.0,-1.7776740307447099,18
51,22,0,cerrada,2,0.444444444444444,-0.111571775657105,18
51,22,0,no,3,0.944444444444444,1.41660667202811,18
51,22,0,entran,4,0.8888888888888891,1.03972077083992,18
51,22,0,moscas.,5,0.944444444444444,1.41660667202811,18
52,59,1,D'Artagnan,0,0.0,-1.7776740307447099,18
52,59,1,era,1,0.5,0.0,18
52,59,1,amigo,2,0.38888888888888895,-0.225992561871529,18
52,59,1,de,3,0.944444444444444,1.41660667202811,18
52,59,1,los,4,0.666666666666667,0.346573590279973,18
52,59,1,tres,5,0.7222222222222221,0.47775572251371795,18
52,59,1,mosqueteros.,6,0.944444444444444,1.41660667202811,18
53,,2,Leandro,0,0.0,-1.7776740307447099,18
53,,2,era,1,0.111111111111111,-1.03972077083992,18
53,,2,el,2,0.0555555555555556,-1.41660667202811,18
53,,2,músico,3,0.0,-1.7776740307447099,18
53,,2,más,4,0.555555555555556,0.111571775657105,18
53,,2,prestigioso,5,0.0,-1.7776740307447099,18
53,,2,de,6,0.7222222222222221,0.47775572251371795,18
53,,2,la,7,0.7222222222222221,0.47775572251371795,18
53,,2,orquesta.,8,0.222222222222222,-0.6263814842476839,18
54,23,0,No,0,0.0555555555555556,-1.41660667202811,18
54,23,0,por,1,0.0555555555555556,-1.41660667202811,18
54,23,0,mucho,2,0.6111111111111109,0.225992561871529,18
54,23,0,madrugar,3,0.666666666666667,0.346573590279973,18
54,23,0,amanece,4,0.33333333333333304,-0.346573590279973,18
54,23,0,más,5,0.7222222222222221,0.47775572251371795,18
54,23,0,temprano.,6,0.8888888888888891,1.03972077083992,18
55,,1,Manuelita,0,0.0,-1.7776740307447099,18
55,,1,vivía,1,0.7222222222222221,0.47775572251371795,18
55,,1,en,2,0.944444444444444,1.41660667202811,18
55,,1,Pehuajó,3,0.7777777777777779,0.6263814842476839,18
55,,1,pero,4,0.8888888888888891,1.03972077083992,18
55,,1,un,5,1.0,1.7776740307447099,18
55,,1,día,6,0.944444444444444,1.41660667202811,18
55,,1,se,7,1.0,1.7776740307447099,18
55,,1,marchó.,8,0.944444444444444,1.41660667202811,18
56,99,2,Luis,0,0.0,-1.7776740307447099,18
56,99,2,visitó,1,0.0,-1.7776740307447099,18
56,99,2,el,2,0.0,-1.7776740307447099,18
56,99,2,mes,3,0.0,-1.7776740307447099,18
56,99,2,pasado,4,0.555555555555556,0.111571775657105,18
56,99,2,a,5,0.7222222222222221,0.47775572251371795,18
56,99,2,unos,6,0.0,-1.7776740307447099,18
56,99,2,parientes,7,0.0555555555555556,-1.41660667202811,18
56,99,2,de,8,0.166666666666667,-0.8047189562170501,18
56,99,2,Europa.,9,0.0,-1.7776740307447099,18
57,24,0,No,0,0.0555555555555556,-1.41660667202811,18
57,24,0,dejes,1,0.0,-1.7776740307447099,18
57,24,0,para,2,0.666666666666667,0.346573590279973,18
57,24,0,mañana,3,0.833333333333333,0.8047189562170501,18
57,24,0,lo,4,1.0,1.7776740307447099,18
57,24,0,que,5,1.0,1.7776740307447099,18
57,24,0,puedas,6,0.33333333333333304,-0.346573590279973,18
57,24,0,hacer,7,1.0,1.7776740307447099,18
57,24,0,hoy.,8,1.0,1.7776740307447099,18
58,,1,Estaba,0,0.0,-1.7776740307447099,18
58,,1,la,1,0.222222222222222,-0.6263814842476839,18
58,,1,reina,2,0.111111111111111,-1.03972077083992,18
58,,1,batata,3,0.33333333333333304,-0.346573590279973,18
58,,1,sentada,4,0.666666666666667,0.346573590279973,18
58,,1,en,5,0.944444444444444,1.41660667202811,18
58,,1,un,6,0.5,0.0,18
58,,1,plato,7,0.166666666666667,-0.8047189562170501,18
58,,1,de,8,0.7222222222222221,0.47775572251371795,18
58,,1,plata.,9,0.111111111111111,-1.03972077083992,18
59,100,2,Laura,0,0.0,-1.7776740307447099,18
59,100,2,me,1,0.0,-1.7776740307447099,18
59,100,2,recomendó,2,0.0,-1.7776740307447099,18
59,100,2,consultar,3,0.0,-1.7776740307447099,18
59,100,2,urgente,4,0.0,-1.7776740307447099,18
59,100,2,al,5,0.111111111111111,-1.03972077083992,18
59,100,2,médico.,6,0.8888888888888891,1.03972077083992,18
60,25,0,No,0,0.0555555555555556,-1.41660667202811,18
60,25,0,hay,1,0.277777777777778,-0.47775572251371795,18
60,25,0,mal,2,0.277777777777778,-0.47775572251371795,18
60,25,0,que,3,1.0,1.7776740307447099,18
60,25,0,por,4,0.8888888888888891,1.03972077083992,18
60,25,0,bien,5,0.944444444444444,1.41660667202811,18
60,25,0,no,6,1.0,1.7776740307447099,18
60,25,0,venga.,7,0.944444444444444,1.41660667202811,18
61,60,1,No,0,0.0,-1.7776740307447099,18
61,60,1,hagas,1,0.0555555555555556,-1.41660667202811,18
61,60,1,promesas,2,0.0,-1.7776740307447099,18
61,60,1,que,3,0.7777777777777779,0.6263814842476839,18
61,60,1,no,4,1.0,1.7776740307447099,18
61,60,1,puedas,5,0.6111111111111109,0.225992561871529,18
61,60,1,cumplir.,6,0.8888888888888891,1.03972077083992,18
62,,2,Ariel,0,0.0,-1.7776740307447099,18
62,,2,comenzó,1,0.0,-1.7776740307447099,18
62,,2,a,2,0.6111111111111109,0.225992561871529,18
62,,2,trabajar,3,0.111111111111111,-1.03972077083992,18
62,,2,en,4,0.7777777777777779,0.6263814842476839,18
62,,2,el,5,0.0,-1.7776740307447099,18
62,,2,negocio.,6,0.0555555555555556,-1.41660667202811,18
63,,0,No,0,0.0,-1.7776740307447099,18
63,,0,hay,1,0.444444444444444,-0.111571775657105,18
63,,0,mal,2,0.277777777777778,-0.47775572251371795,18
63,,0,que,3,1.0,1.7776740307447099,18
63,,0,dure,4,0.166666666666667,-0.8047189562170501,18
63,,0,cien,5,0.7222222222222221,0.47775572251371795,18
63,,0,años.,6,0.833333333333333,0.8047189562170501,18
64,61,1,Ante,0,0.0,-1.7776740307447099,18
64,61,1,la,1,0.33333333333333304,-0.346573590279973,18
64,61,1,duda,2,0.38888888888888895,-0.225992561871529,18
64,61,1,consulte,3,0.222222222222222,-0.6263814842476839,18
64,61,1,a,4,0.8888888888888891,1.03972077083992,18
64,61,1,su,5,0.7777777777777779,0.6263814842476839,18
64,61,1,médico.,6,0.8888888888888891,1.03972077083992,18
65,,2,No,0,0.111111111111111,-1.03972077083992,18
65,,2,hay,1,0.33333333333333304,-0.346573590279973,18
65,,2,dudas,2,0.0,-1.7776740307447099,18
65,,2,de,3,0.38888888888888895,-0.225992561871529,18
65,,2,que,4,0.666666666666667,0.346573590279973,18
65,,2,la,5,0.222222222222222,-0.6263814842476839,18
65,,2,empresa,6,0.0,-1.7776740307447099,18
65,,2,está,7,0.277777777777778,-0.47775572251371795,18
65,,2,creciendo.,8,0.111111111111111,-1.03972077083992,18
